                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    375,                0.72942,                 0.4895,                0.98854,                0.83178,                0.56444,                 1.0119,                0.83893,                0.68482,                0.75749,                0.45672,                 1.5224,                 1.5024,                 1.8794,                 1.6217,                  1.866,                 1.8678,             0.00046471,             0.00046471,             0.00046471
                    376,                 0.7071,                0.47566,                0.98204,                0.80866,                0.53364,                 1.0071,                0.84671,                0.69032,                0.75807,                0.44991,                 1.5373,                  1.509,                 1.8951,                 1.6054,                 1.9471,                   1.85,             0.00046149,             0.00046149,             0.00046149
                    377,                0.72143,                0.48334,                0.98547,                0.82653,                0.55426,                 1.0068,                0.85052,                0.68865,                0.75685,                  0.448,                 1.5373,                 1.5168,                 1.9049,                  1.617,                 1.9503,                 1.8643,             0.00045826,             0.00045826,             0.00045826
                    378,                 0.7216,                0.47521,                0.99218,                0.81868,                0.54838,                 1.0184,                0.84204,                0.69553,                0.75506,                0.45475,                 1.5361,                 1.4935,                 1.8851,                 1.6354,                 1.9123,                 1.8747,             0.00045504,             0.00045504,             0.00045504
                    379,                 0.7311,                 0.4879,                0.99986,                0.83313,                0.55234,                 1.0205,                0.88451,                0.67558,                0.75773,                0.45406,                 1.5312,                 1.5101,                 1.8724,                  1.634,                 1.8868,                 1.8724,             0.00045182,             0.00045182,             0.00045182
                    380,                0.72379,                0.48898,                 1.0001,                0.82913,                0.56594,                 1.0275,                0.83543,                0.68776,                0.75598,                0.45669,                 1.5304,                 1.4925,                 1.8915,                 1.6194,                 1.8997,                 1.8696,             0.00044859,             0.00044859,             0.00044859
                    381,                0.71503,                 0.4774,                0.98374,                0.80909,                0.53958,                 1.0063,                0.86379,                0.69235,                0.76167,                0.46274,                 1.5232,                 1.5045,                 1.8916,                 1.5964,                 1.8859,                 1.8578,             0.00044537,             0.00044537,             0.00044537
                    382,                0.70587,                0.46793,                0.99116,                0.80891,                0.52601,                 1.0158,                0.89718,                0.65532,                0.75858,                0.46359,                 1.5197,                 1.5155,                 1.8903,                 1.5941,                 1.9106,                 1.8531,             0.00044215,             0.00044215,             0.00044215
                    383,                 0.7272,                0.48551,                0.99501,                0.83425,                0.55128,                 1.0196,                0.87808,                0.66792,                0.75759,                0.46154,                 1.5184,                 1.5155,                 1.8917,                 1.5956,                  1.901,                  1.855,             0.00043892,             0.00043892,             0.00043892
                    384,                0.70416,                0.47162,                0.98059,                0.79558,                0.52024,                0.99993,                 0.8768,                0.67603,                0.75669,                0.46258,                 1.5046,                 1.5105,                 1.8683,                  1.598,                 1.9068,                 1.8571,              0.0004357,              0.0004357,              0.0004357
                    385,                0.72576,                0.48849,                0.99738,                0.82277,                 0.5528,                 1.0251,                0.82054,                 0.6967,                0.75601,                0.45558,                 1.5212,                 1.5104,                 1.8795,                 1.6166,                 1.9191,                 1.8721,             0.00043248,             0.00043248,             0.00043248
                    386,                0.72552,                0.47654,                0.99156,                 0.8326,                0.54806,                 1.0152,                0.81165,                0.69918,                0.75497,                0.45268,                 1.5346,                 1.5518,                 1.8933,                 1.6239,                 1.9232,                 1.8718,             0.00042925,             0.00042925,             0.00042925
                    387,                 0.7311,                0.49457,                0.99564,                0.83835,                0.58602,                 1.0223,                0.88222,                0.63745,                0.73144,                0.44682,                 1.5229,                 1.5628,                 1.8736,                 1.6271,                  1.952,                  1.879,             0.00042603,             0.00042603,             0.00042603
                    388,                0.71939,                0.48861,                 0.9837,                0.82252,                0.55552,                 1.0021,                0.81246,                0.69172,                0.74089,                0.44782,                  1.517,                 1.5624,                 1.8662,                 1.6184,                 1.9487,                  1.871,             0.00042281,             0.00042281,             0.00042281
                    389,                0.71236,                0.47194,                0.98471,                 0.8206,                0.52856,                 1.0104,                0.86744,                0.66904,                0.74426,                0.45481,                  1.504,                 1.5676,                 1.8532,                 1.6056,                 1.9998,                 1.8587,             0.00041958,             0.00041958,             0.00041958
                    390,                0.71171,                0.47901,                0.98679,                0.81665,                 0.5432,                 1.0105,                0.85259,                0.66373,                0.74107,                  0.452,                 1.5132,                 1.5525,                 1.8713,                 1.6048,                 2.0036,                 1.8585,             0.00041636,             0.00041636,             0.00041636
                    391,                0.72304,                  0.478,                0.98531,                0.83177,                0.55166,                 1.0096,                0.84226,                0.65918,                0.73832,                0.45039,                 1.5097,                 1.5399,                 1.8733,                 1.6051,                 1.9869,                 1.8573,             0.00041314,             0.00041314,             0.00041314
                    392,                  0.692,                0.46066,                0.97662,                0.78656,                0.50851,                  0.995,                0.84131,                0.67985,                0.74336,                0.45667,                 1.5085,                 1.5292,                 1.8735,                 1.6043,                 1.9564,                 1.8506,             0.00040991,             0.00040991,             0.00040991
                    393,                0.71452,                0.48587,                0.98967,                0.80162,                0.55552,                 1.0104,                0.89306,                0.66259,                0.74933,                0.46277,                 1.5091,                 1.5021,                 1.8762,                 1.5972,                 1.9238,                 1.8525,             0.00040669,             0.00040669,             0.00040669
                    394,                0.71656,                0.47528,                0.98168,                0.82027,                0.54028,                 1.0037,                0.87435,                0.67975,                0.75371,                0.45941,                 1.5133,                 1.4885,                 1.8846,                 1.6139,                  1.913,                 1.8693,             0.00040347,             0.00040347,             0.00040347
                    395,                0.70361,                0.46634,                0.97777,                0.80473,                0.51752,                 1.0052,                0.82489,                0.70059,                0.75205,                0.46345,                 1.5068,                 1.4775,                 1.8788,                 1.6043,                 1.9031,                 1.8713,             0.00040024,             0.00040024,             0.00040024
                    396,                0.68837,                0.46362,                0.97992,                0.78897,                  0.522,                 1.0069,                0.83835,                0.69506,                0.75031,                0.46212,                 1.5016,                 1.4753,                 1.8699,                 1.6048,                 1.9123,                 1.8795,             0.00039702,             0.00039702,             0.00039702
                    397,                 0.7128,                0.47527,                0.98843,                  0.822,                0.54164,                 1.0139,                 0.8349,                0.69032,                0.74988,                0.45948,                 1.5039,                 1.4708,                 1.8756,                 1.5958,                 1.9204,                 1.8681,              0.0003938,              0.0003938,              0.0003938
                    398,                0.69133,                 0.4693,                0.97574,                 0.7846,                0.53489,                0.99904,                0.84455,                0.68667,                0.74898,                0.45835,                 1.5091,                 1.4802,                 1.8748,                 1.6046,                 1.9408,                 1.8632,             0.00039057,             0.00039057,             0.00039057
                    399,                 0.6942,                0.45708,                0.97999,                0.78733,                0.50324,                 1.0024,                0.86255,                0.67656,                0.74468,                0.45401,                 1.5175,                 1.5058,                 1.8814,                  1.607,                 1.9633,                  1.865,             0.00038735,             0.00038735,             0.00038735
                    400,                0.69655,                0.46583,                 0.9835,                0.79285,                0.52839,                 1.0044,                0.84986,                0.69172,                0.75155,                0.45364,                 1.5165,                 1.5161,                 1.8808,                 1.6168,                 1.9615,                 1.8697,             0.00038413,             0.00038413,             0.00038413
                    401,                0.68243,                0.46178,                0.96757,                0.78143,                0.52929,                 0.9872,                0.86905,                0.68421,                0.75488,                0.45781,                 1.5247,                 1.5402,                 1.8879,                 1.6196,                 1.9706,                 1.8744,              0.0003809,              0.0003809,              0.0003809
                    402,                0.69889,                 0.4687,                0.97643,                0.80198,                0.54894,                 1.0032,                0.87146,                0.67698,                0.75415,                0.46401,                 1.5188,                 1.5142,                 1.8815,                 1.6142,                 1.9786,                  1.866,             0.00037768,             0.00037768,             0.00037768
                    403,                0.68772,                0.45879,                0.98007,                 0.7845,                0.51964,                 1.0031,                0.84151,                0.70816,                0.75652,                  0.467,                 1.5159,                 1.5095,                 1.8798,                 1.6056,                 1.9711,                 1.8704,             0.00037446,             0.00037446,             0.00037446
                    404,                0.69323,                0.45185,                0.97508,                0.78054,                 0.4905,                0.99809,                0.86465,                0.68707,                0.76019,                0.46846,                 1.5248,                 1.5141,                  1.889,                 1.6012,                 1.9785,                 1.8658,             0.00037123,             0.00037123,             0.00037123
                    405,                0.70723,                0.46598,                0.97992,                0.80909,                0.53006,                 1.0037,                0.87951,                0.66003,                0.75395,                0.46657,                 1.5307,                  1.531,                 1.8903,                 1.6074,                 1.9812,                 1.8765,             0.00036801,             0.00036801,             0.00036801
                    406,                0.69846,                0.46237,                0.97111,                0.79797,                0.52322,                0.99801,                 0.8621,                0.66969,                 0.7499,                0.45969,                 1.5288,                 1.5287,                 1.8878,                 1.6143,                 1.9814,                 1.8751,             0.00036479,             0.00036479,             0.00036479
                    407,                 0.6941,                0.46599,                0.98047,                0.80085,                0.52799,                 1.0074,                0.84734,                0.67305,                0.75098,                0.46491,                 1.5268,                 1.5449,                 1.8801,                    1.6,                  1.977,                 1.8696,             0.00036156,             0.00036156,             0.00036156
                    408,                0.68641,                0.46171,                0.97539,                0.77928,                 0.5103,                0.99692,                0.85766,                0.66639,                0.74655,                0.45987,                  1.524,                 1.5405,                 1.8816,                 1.6052,                 1.9951,                 1.8746,             0.00035834,             0.00035834,             0.00035834
                    409,                0.69051,                0.46315,                0.97183,                0.79667,                0.52302,                0.99632,                0.87485,                0.66722,                0.74969,                0.46299,                 1.5081,                  1.517,                 1.8735,                 1.5948,                 1.9979,                 1.8525,             0.00035512,             0.00035512,             0.00035512
                    410,                0.68902,                0.45135,                0.96755,                0.78632,                0.49898,                 0.9889,                 0.8787,                0.67851,                0.75506,                0.46375,                 1.5111,                  1.497,                 1.8785,                 1.5946,                 1.9849,                 1.8575,             0.00035189,             0.00035189,             0.00035189
                    411,                0.69608,                0.45604,                0.97671,                0.78998,                0.49577,                0.99562,                0.88198,                0.68594,                0.75546,                0.46786,                 1.5091,                 1.5061,                 1.8836,                 1.5945,                 1.9767,                   1.86,             0.00034867,             0.00034867,             0.00034867
                    412,                 0.6762,                 0.4532,                0.96942,                0.76962,                  0.507,                0.98668,                0.90037,                0.66591,                0.75752,                0.46709,                 1.5175,                 1.5012,                  1.893,                 1.6027,                 1.9794,                 1.8649,             0.00034545,             0.00034545,             0.00034545
                    413,                0.68033,                0.45979,                 0.9755,                0.77635,                0.52198,                0.99385,                0.86179,                 0.6891,                0.75753,                0.46628,                 1.5094,                 1.5271,                 1.8782,                 1.5942,                 2.0044,                 1.8523,             0.00034222,             0.00034222,             0.00034222
                    414,                0.68877,                0.46752,                0.97499,                0.79289,                 0.5327,                0.99447,                0.87607,                0.67992,                0.75552,                0.46476,                 1.5067,                 1.5179,                 1.8754,                 1.5962,                 1.9898,                 1.8461,               0.000339,               0.000339,               0.000339
                    415,                0.69213,                0.45968,                0.97917,                0.77757,                0.51404,                0.99673,                0.87518,                0.68273,                0.75659,                0.46745,                  1.503,                 1.5036,                  1.868,                 1.6084,                 1.9322,                 1.8564,             0.00033578,             0.00033578,             0.00033578
                    416,                0.68402,                0.45437,                0.96945,                 0.7799,                0.51566,                0.98843,                0.88336,                0.66405,                  0.749,                0.46311,                 1.5031,                 1.5162,                 1.8775,                 1.6105,                   1.93,                 1.8584,             0.00033255,             0.00033255,             0.00033255
                    417,                0.67698,                0.46456,                0.98279,                0.77568,                0.53332,                  1.004,                0.86351,                0.67481,                0.74774,                0.46381,                 1.4997,                 1.5463,                 1.8708,                 1.6008,                 1.9571,                  1.858,             0.00032933,             0.00032933,             0.00032933
                    418,                0.67134,                0.44811,                0.96938,                 0.7689,                0.50536,                 0.9892,                0.86857,                 0.6732,                0.74517,                0.46627,                 1.5012,                 1.5594,                 1.8653,                 1.5961,                 1.9778,                 1.8564,             0.00032611,             0.00032611,             0.00032611
                    419,                0.69018,                0.45901,                0.97449,                0.78887,                0.51733,                0.99843,                0.85603,                0.69115,                0.74552,                 0.4645,                 1.5185,                 1.5659,                 1.8803,                 1.5872,                 2.0238,                 1.8457,             0.00032288,             0.00032288,             0.00032288
                    420,                0.68313,                0.45485,                0.96954,                0.78226,                0.49637,                0.99094,                0.87697,                0.65971,                0.74459,                0.46607,                 1.5179,                 1.5511,                  1.883,                 1.5956,                 1.9967,                 1.8546,             0.00031966,             0.00031966,             0.00031966
                    421,                0.66862,                0.44789,                0.96655,                0.76432,                0.49611,                0.98873,                0.84964,                0.67676,                0.75086,                0.46947,                 1.5097,                 1.5425,                 1.8696,                 1.5891,                 2.0004,                 1.8493,             0.00031644,             0.00031644,             0.00031644
                    422,                0.66534,                0.44445,                0.96368,                0.76175,                0.47479,                0.98594,                0.83681,                0.68771,                 0.7507,                0.46518,                 1.5155,                   1.56,                 1.8852,                  1.612,                 1.9694,                 1.8763,             0.00031321,             0.00031321,             0.00031321
                    423,                0.68601,                0.45687,                0.96961,                0.78604,                0.50947,                0.99324,                  0.855,                0.69194,                0.75434,                0.46681,                 1.5073,                 1.5599,                 1.8816,                 1.5915,                 1.9963,                 1.8624,             0.00030999,             0.00030999,             0.00030999
                    424,                0.68269,                 0.4547,                0.97053,                0.77513,                0.49542,                0.99079,                0.85529,                0.68912,                0.75518,                0.46662,                 1.5042,                 1.5708,                 1.8823,                 1.5906,                 2.0118,                  1.859,             0.00030677,             0.00030677,             0.00030677
                    425,                0.69616,                 0.4604,                0.97356,                0.78863,                0.52378,                0.98932,                0.86774,                0.67639,                0.75433,                0.46664,                 1.5024,                 1.5715,                 1.8842,                 1.5885,                 2.0048,                 1.8659,             0.00030354,             0.00030354,             0.00030354
                    426,                0.66553,                0.45836,                0.97455,                0.75756,                0.51856,                0.99618,                0.84463,                 0.6887,                0.75482,                0.46429,                 1.5047,                 1.5497,                 1.8867,                 1.5869,                 2.0153,                 1.8635,             0.00030032,             0.00030032,             0.00030032
                    427,                0.66933,                0.44349,                0.97183,                0.76003,                0.49154,                0.99208,                0.86067,                0.67277,                0.75249,                 0.4688,                  1.503,                 1.5519,                 1.8755,                 1.5962,                 1.9849,                  1.867,              0.0002971,              0.0002971,              0.0002971
                    428,                0.66449,                0.44964,                0.96737,                0.75548,                0.50541,                0.98922,                0.86333,                0.67139,                0.75193,                0.46662,                 1.4971,                 1.5579,                  1.862,                 1.6053,                  1.969,                 1.8687,             0.00029387,             0.00029387,             0.00029387
                    429,                0.66393,                0.44628,                0.96568,                0.75487,                0.50527,                0.98681,                0.85391,                0.67671,                0.75169,                0.46635,                 1.4994,                 1.5455,                 1.8701,                 1.6058,                 1.9522,                  1.867,             0.00029065,             0.00029065,             0.00029065
                    430,                0.67073,                0.44564,                0.97083,                0.77136,                0.50474,                0.99551,                0.85479,                0.68018,                0.75374,                0.46937,                  1.496,                 1.5553,                 1.8672,                 1.5965,                 1.9823,                 1.8668,             0.00028743,             0.00028743,             0.00028743
                    431,                0.66913,                0.44913,                0.96734,                0.77223,                0.50444,                0.99049,                0.85026,                  0.677,                0.75399,                0.47314,                 1.5051,                 1.5754,                 1.8741,                  1.593,                 1.9978,                 1.8587,              0.0002842,              0.0002842,              0.0002842
                    432,                0.67429,                0.44397,                0.96351,                0.76774,                0.49514,                0.98502,                0.85038,                0.68195,                0.75571,                0.46951,                 1.5091,                  1.565,                  1.887,                  1.604,                 1.9721,                 1.8745,             0.00028098,             0.00028098,             0.00028098
                    433,                0.67219,                 0.4466,                0.96398,                 0.7608,                0.49858,                0.98438,                0.88242,                0.66908,                0.75511,                0.46635,                 1.5209,                  1.555,                 1.9064,                 1.6109,                 1.9652,                 1.8836,             0.00027776,             0.00027776,             0.00027776
                    434,                0.66332,                0.44238,                0.95403,                0.75516,                0.49111,                0.97587,                0.88445,                 0.6733,                 0.7542,                0.46101,                 1.5347,                 1.5483,                 1.9317,                 1.6215,                 1.9612,                 1.8909,             0.00027453,             0.00027453,             0.00027453
                    435,                0.67402,                0.44637,                0.96027,                 0.7745,                0.50333,                0.97867,                0.87905,                0.67771,                0.75444,                0.45828,                 1.5338,                 1.5385,                 1.9354,                 1.6212,                 1.9623,                 1.8925,             0.00027131,             0.00027131,             0.00027131
                    436,                0.66118,                  0.448,                0.96087,                0.76128,                0.50413,                0.98242,                0.86655,                0.67721,                0.75373,                0.45933,                 1.5333,                 1.5347,                 1.9339,                  1.615,                 1.9911,                 1.8905,             0.00026809,             0.00026809,             0.00026809
                    437,                0.65801,                0.44042,                0.96148,                 0.7561,                0.49743,                 0.9828,                0.84146,                0.69327,                0.75238,                0.45614,                 1.5267,                 1.5216,                 1.9235,                 1.6239,                 1.9663,                  1.903,             0.00026486,             0.00026486,             0.00026486
                    438,                0.65042,                0.43923,                0.95402,                0.75052,                0.49439,                0.97642,                0.84852,                0.67424,                0.75043,                0.45635,                 1.5263,                 1.5314,                 1.9236,                 1.6236,                 1.9751,                 1.9099,             0.00026164,             0.00026164,             0.00026164
                    439,                0.64866,                 0.4286,                  0.955,                0.74316,                0.46753,                0.97586,                 0.8669,                 0.6677,                0.74837,                0.45343,                 1.5268,                 1.5363,                 1.9236,                 1.6315,                 1.9733,                 1.9196,             0.00025842,             0.00025842,             0.00025842
                    440,                0.65877,                0.44138,                0.96008,                0.75881,                 0.4941,                0.98208,                0.85353,                0.67097,                0.74698,                0.45437,                  1.521,                 1.5333,                 1.9206,                 1.6249,                 1.9815,                 1.9043,             0.00025519,             0.00025519,             0.00025519
                    441,                 0.6596,                0.44661,                0.96696,                0.76089,                0.50059,                0.99035,                 0.8488,                0.67631,                0.74789,                0.45805,                 1.5146,                 1.5402,                 1.9117,                 1.6234,                 1.9752,                 1.9019,             0.00025197,             0.00025197,             0.00025197
                    442,                0.65085,                0.42362,                0.95232,                0.74448,                0.45739,                0.97108,                0.82825,                0.68929,                 0.7488,                0.45995,                 1.5164,                 1.5373,                 1.9091,                  1.613,                 1.9807,                 1.8909,             0.00024875,             0.00024875,             0.00024875
                    443,                0.65549,                0.43695,                0.95976,                0.75087,                0.48257,                0.97892,                0.79963,                0.70416,                0.74802,                0.46024,                   1.51,                 1.5541,                  1.901,                 1.6046,                  1.999,                 1.8833,             0.00024552,             0.00024552,             0.00024552
                    444,                0.66027,                0.43962,                0.96294,                0.75398,                0.50662,                0.98179,                0.81534,                0.67761,                0.74259,                0.45663,                 1.5123,                 1.5341,                 1.9099,                 1.5979,                  2.005,                 1.8845,              0.0002423,              0.0002423,              0.0002423
                    445,                0.65468,                0.44246,                0.95864,                0.76714,                0.50752,                0.98378,                0.83485,                0.67465,                  0.741,                0.45499,                 1.5113,                 1.5343,                 1.9101,                 1.5902,                 2.0158,                 1.8794,             0.00023908,             0.00023908,             0.00023908
                    446,                0.62924,                0.42317,                 0.9548,                0.71998,                0.47244,                0.97961,                0.83504,                0.66991,                 0.7354,                0.45106,                 1.5136,                 1.5585,                 1.9134,                 1.5955,                 2.0268,                 1.8908,             0.00023585,             0.00023585,             0.00023585
                    447,                0.64611,                0.43405,                0.96101,                0.73412,                0.48147,                 0.9847,                 0.8379,                0.66919,                0.73757,                0.45566,                 1.5139,                 1.5617,                 1.9143,                 1.5878,                 2.0389,                  1.884,             0.00023263,             0.00023263,             0.00023263
                    448,                0.64622,                0.42481,                0.95658,                0.73404,                0.48053,                0.97616,                0.84691,                0.66702,                0.73884,                0.45773,                 1.5135,                 1.5468,                 1.9159,                 1.5917,                 2.0229,                 1.8842,             0.00022941,             0.00022941,             0.00022941
                    449,                0.65856,                 0.4411,                0.96074,                0.75793,                0.50309,                0.98547,                 0.8485,                0.67273,                0.73874,                 0.4563,                 1.5091,                 1.5486,                 1.9124,                 1.5909,                 2.0167,                 1.8849,             0.00022618,             0.00022618,             0.00022618
                    450,                0.64923,                  0.431,                0.96009,                0.74289,                0.47826,                0.98374,                0.84183,                0.66871,                0.74223,                0.45687,                 1.5092,                 1.5496,                 1.9136,                 1.5887,                 2.0282,                 1.8825,             0.00022296,             0.00022296,             0.00022296
                    451,                0.63774,                0.42588,                0.95619,                0.72273,                0.46817,                0.97791,                0.81061,                0.68853,                0.74173,                0.45886,                 1.5047,                 1.5675,                 1.9085,                 1.5862,                 2.0507,                 1.8703,             0.00021974,             0.00021974,             0.00021974
                    452,                 0.6569,                0.43551,                0.96561,                0.74413,                0.47688,                0.98681,                 0.8248,                0.67541,                0.74227,                 0.4579,                 1.5028,                 1.5766,                    1.9,                 1.5724,                 2.0848,                 1.8629,             0.00021651,             0.00021651,             0.00021651
                    453,                0.64112,                0.42869,                0.95101,                0.73965,                 0.4753,                0.96983,                0.82736,                0.69453,                0.74962,                0.46279,                 1.5025,                  1.574,                 1.8953,                 1.5744,                 2.0426,                 1.8579,             0.00021329,             0.00021329,             0.00021329
                    454,                0.64529,                0.43328,                0.96227,                0.74137,                0.48845,                0.98227,                0.84411,                0.68421,                0.74888,                0.46576,                 1.5015,                 1.5757,                  1.893,                 1.5729,                 2.0339,                  1.851,             0.00021007,             0.00021007,             0.00021007
                    455,                0.64093,                0.42844,                0.95901,                 0.7322,                0.47892,                0.98199,                0.84134,                0.68514,                0.74961,                0.47092,                 1.5031,                 1.5805,                 1.8973,                 1.5742,                 2.0195,                 1.8433,             0.00020684,             0.00020684,             0.00020684
                    456,                0.64667,                0.43417,                0.95701,                0.73214,                0.48137,                0.97647,                0.84478,                0.68505,                0.74807,                0.47005,                  1.507,                 1.5768,                 1.9067,                 1.5783,                 2.0271,                 1.8448,             0.00020362,             0.00020362,             0.00020362
                    457,                 0.6494,                0.43062,                0.95715,                0.74423,                0.48218,                0.98141,                0.86712,                0.67883,                0.74635,                0.46927,                   1.51,                 1.5812,                 1.9103,                 1.5821,                 2.0325,                 1.8473,              0.0002004,              0.0002004,              0.0002004
                    458,                0.62979,                0.41922,                0.95847,                  0.733,                0.46616,                0.98009,                0.88685,                0.67351,                0.74578,                0.46544,                 1.5097,                 1.5804,                 1.9087,                 1.5868,                 2.0328,                 1.8558,             0.00019717,             0.00019717,             0.00019717
                    459,                0.64759,                0.43353,                0.95621,                0.74578,                0.48672,                0.97529,                0.88289,                0.67156,                0.74295,                0.46428,                 1.5122,                  1.572,                 1.9154,                 1.5842,                  2.033,                 1.8578,             0.00019395,             0.00019395,             0.00019395
                    460,                0.63026,                0.41645,                0.94645,                0.72553,                0.45527,                0.96909,                0.88907,                0.66078,                0.74235,                0.46547,                  1.513,                  1.571,                 1.9211,                 1.5803,                 2.0373,                 1.8611,             0.00019073,             0.00019073,             0.00019073
                    461,                0.64344,                0.43673,                0.96689,                0.74016,                0.49586,                0.98754,                0.87151,                0.66624,                0.74435,                0.46313,                 1.5109,                 1.5605,                 1.9222,                 1.5859,                 2.0459,                  1.872,              0.0001875,              0.0001875,              0.0001875
                    462,                0.63276,                 0.4208,                0.94872,                0.71225,                0.46906,                0.96711,                0.89933,                0.66738,                0.74905,                0.46159,                 1.5043,                 1.5731,                 1.9115,                 1.5876,                 2.0351,                 1.8756,             0.00018428,             0.00018428,             0.00018428
                    463,                0.63979,                0.42574,                0.95388,                0.73926,                0.47599,                0.97847,                 0.8686,                0.68383,                0.75033,                  0.463,                 1.5041,                  1.584,                 1.9111,                 1.5753,                 2.0573,                 1.8636,             0.00018106,             0.00018106,             0.00018106
                    464,                0.66205,                 0.4417,                0.96348,                0.75751,                0.50064,                0.98716,                0.83123,                0.69761,                0.74835,                0.46171,                  1.505,                 1.5672,                 1.9137,                 1.5802,                 2.0569,                 1.8668,             0.00017784,             0.00017784,             0.00017784
                    465,                0.63018,                0.42462,                0.95098,                0.71997,                0.48622,                0.97315,                0.86184,                0.69271,                0.74935,                0.46129,                 1.4935,                 1.5631,                 1.8961,                 1.5878,                 2.0387,                 1.8781,             0.00017461,             0.00017461,             0.00017461
                    466,                0.62974,                0.42978,                0.95218,                0.71682,                0.48115,                0.97373,                0.85516,                0.70184,                0.75138,                0.46329,                 1.4936,                 1.5707,                 1.8943,                 1.5938,                 2.0244,                  1.886,             0.00017139,             0.00017139,             0.00017139
                    467,                0.64425,                0.42971,                0.95322,                0.73633,                0.46902,                0.97699,                0.85824,                0.69657,                0.75383,                0.46768,                 1.4957,                 1.5718,                 1.8965,                 1.5925,                  2.039,                 1.8662,             0.00016817,             0.00016817,             0.00016817
                    468,                0.63917,                0.42464,                0.95764,                0.73301,                0.48055,                0.98138,                0.86984,                0.69361,                0.75513,                0.46891,                 1.4934,                 1.5773,                 1.8914,                 1.5881,                 2.0457,                 1.8651,             0.00016494,             0.00016494,             0.00016494
